(base) robertselwyn:src on main [!?]$ python3 new_cfr_full_range.py 
0
/Users/robertselwyn/Desktop/Stanford/cs/cs238/final_proj/src/new_cfr_full_range.py:31: RuntimeWarning: divide by zero encountered in double_scalars
  print(a, "EV", expected_game_value / a)
0 EV inf
PRINTING HAND INFORMATION
-------- ITER 0 -------
/Users/robertselwyn/Desktop/Stanford/cs/cs238/final_proj/src/new_cfr_full_range.py:36: RuntimeWarning: divide by zero encountered in double_scalars
  display_results(expected_game_value / a, i_map)
4c5h rrb ['0.93', '0.07']
4c5h rrc ['0.50', '0.50']
4c6c rrb ['1.00', '0.00']
4c6c rrc ['0.50', '0.50']
4c6h rrb ['0.44', '0.56']
4c6h rrc ['0.50', '0.50']
4c7c rrb ['0.97', '0.03']
4c7c rrc ['0.50', '0.50']
4c7h rrb ['0.22', '0.78']
4c7h rrc ['0.50', '0.50']
4c8c rrb ['0.97', '0.03']
4c8c rrc ['0.50', '0.50']
4c8h rrb ['0.23', '0.77']
4c8h rrc ['0.50', '0.50']
4c9c rrb ['0.93', '0.07']
4c9c rrc ['0.50', '0.50']
4c9h rrb ['0.99', '0.01']
4c9h rrc ['0.50', '0.50']
4cAc rrb ['0.02', '0.98']
4cAc rrc ['0.50', '0.50']
4cAh rrb ['0.99', '0.01']
4cAh rrc ['0.50', '0.50']
4cJc rrb ['0.90', '0.10']
4cJc rrc ['0.50', '0.50']
4cJh rrb ['0.43', '0.57']
4cJh rrc ['0.50', '0.50']
4cKc rrb ['1.00', '0.00']
4cKc rrc ['0.50', '0.50']
4cKh rrb ['0.88', '0.12']
4cKh rrc ['0.50', '0.50']
4cQc rrb ['0.57', '0.43']
4cQc rrc ['0.50', '0.50']
4cQh rrb ['0.12', '0.88']
4cQh rrc ['0.50', '0.50']
4cTc rrb ['0.95', '0.05']
4cTc rrc ['0.50', '0.50']
4cTh rrb ['1.00', '0.00']
4cTh rrc ['0.50', '0.50']
4h4c rrb ['0.00', '1.00']
4h4c rrc ['0.50', '0.50']
4h4s rrb ['0.00', '1.00']
4h4s rrc ['0.50', '0.50']
4h5c rrb ['0.99', '0.01']
4h5c rrc ['0.50', '0.50']
4h5h rrb ['0.00', '1.00']
4h5h rrc ['0.50', '0.50']
4h5s rrb ['0.26', '0.74']
4h5s rrc ['0.50', '0.50']
4h6c rrb ['0.99', '0.01']
4h6c rrc ['0.50', '0.50']
4h6h rrb ['0.00', '1.00']
4h6h rrc ['0.50', '0.50']
4h6s rrb ['0.96', '0.04']
4h6s rrc ['0.50', '0.50']
4h7c rrb ['0.98', '0.02']
4h7c rrc ['0.50', '0.50']
4h7h rrb ['0.00', '1.00']
4h7h rrc ['0.50', '0.50']
4h7s rrb ['1.00', '0.00']
4h7s rrc ['0.50', '0.50']
4h8c rrb ['0.93', '0.07']
4h8c rrc ['0.50', '0.50']
4h8h rrb ['0.00', '1.00']
4h8h rrc ['0.50', '0.50']
4h8s rrb ['0.58', '0.42']
4h8s rrc ['0.50', '0.50']
4h9c rrb ['0.99', '0.01']
4h9c rrc ['0.50', '0.50']
4h9h rrb ['0.00', '1.00']
4h9h rrc ['0.50', '0.50']
4h9s rrb ['0.93', '0.07']
4h9s rrc ['0.50', '0.50']
4hAc rrb ['0.85', '0.15']
4hAc rrc ['0.50', '0.50']
4hAh rrb ['0.00', '1.00']
4hAh rrc ['0.50', '0.50']
4hAs rrb ['0.00', '1.00']
4hAs rrc ['0.50', '0.50']
4hJc rrb ['0.72', '0.28']
4hJc rrc ['0.50', '0.50']
4hJh rrb ['0.00', '1.00']
4hJh rrc ['0.50', '0.50']
4hJs rrb ['0.00', '1.00']
4hJs rrc ['0.50', '0.50']
4hKc rrb ['0.12', '0.88']
4hKc rrc ['0.50', '0.50']
4hKh rrb ['0.00', '1.00']
4hKh rrc ['0.50', '0.50']
4hKs rrb ['0.00', '1.00']
4hKs rrc ['0.50', '0.50']
4hQc rrb ['0.61', '0.39']
4hQc rrc ['0.50', '0.50']
4hQh rrb ['0.00', '1.00']
4hQh rrc ['0.50', '0.50']
4hQs rrb ['0.00', '1.00']
4hQs rrc ['0.50', '0.50']
4hTc rrb ['0.63', '0.37']
4hTc rrc ['0.50', '0.50']
4hTh rrb ['0.00', '1.00']
4hTh rrc ['0.50', '0.50']
4hTs rrb ['0.58', '0.42']
4hTs rrc ['0.50', '0.50']
4s4c rrb ['0.00', '1.00']
4s4c rrc ['0.50', '0.50']
4s5c rrb ['0.00', '1.00']
4s5c rrc ['0.50', '0.50']
4s5h rrb ['0.76', '0.24']
4s5h rrc ['0.50', '0.50']
4s5s rrb ['0.68', '0.32']
4s5s rrc ['0.50', '0.50']
4s6c rrb ['0.00', '1.00']
4s6c rrc ['0.50', '0.50']
4s6h rrb ['0.92', '0.08']
4s6h rrc ['0.50', '0.50']
4s6s rrb ['0.82', '0.18']
4s6s rrc ['0.50', '0.50']
4s7c rrb ['0.00', '1.00']
4s7c rrc ['0.50', '0.50']
4s7h rrb ['0.91', '0.09']
4s7h rrc ['0.50', '0.50']
4s7s rrb ['0.83', '0.17']
4s7s rrc ['0.50', '0.50']
4s8c rrb ['0.00', '1.00']
4s8c rrc ['0.50', '0.50']
4s8h rrb ['0.93', '0.07']
4s8h rrc ['0.50', '0.50']
4s8s rrb ['0.89', '0.11']
4s8s rrc ['0.50', '0.50']
4s9c rrb ['0.00', '1.00']
4s9c rrc ['0.50', '0.50']
4s9h rrb ['0.95', '0.05']
4s9h rrc ['0.50', '0.50']
4s9s rrb ['0.90', '0.10']
4s9s rrc ['0.50', '0.50']
4sAc rrb ['0.00', '1.00']
4sAc rrc ['0.50', '0.50']
4sAh rrb ['0.00', '1.00']
4sAh rrc ['0.50', '0.50']
4sAs rrb ['0.00', '1.00']
4sAs rrc ['0.50', '0.50']
4sJc rrb ['0.00', '1.00']
4sJc rrc ['0.50', '0.50']
4sJh rrb ['0.56', '0.44']
4sJh rrc ['0.50', '0.50']
4sJs rrb ['0.00', '1.00']
4sJs rrc ['0.50', '0.50']
4sKc rrb ['0.02', '0.98']
4sKc rrc ['0.50', '0.50']
4sKh rrb ['0.00', '1.00']
4sKh rrc ['0.50', '0.50']
4sKs rrb ['0.00', '1.00']
4sKs rrc ['0.50', '0.50']
4sQc rrb ['0.00', '1.00']
4sQc rrc ['0.50', '0.50']
4sQh rrb ['0.00', '1.00']
4sQh rrc ['0.50', '0.50']
4sQs rrb ['0.00', '1.00']
4sQs rrc ['0.50', '0.50']
4sTc rrb ['0.00', '1.00']
4sTc rrc ['0.50', '0.50']
4sTh rrb ['0.83', '0.17']
4sTh rrc ['0.50', '0.50']
4sTs rrb ['0.89', '0.11']
4sTs rrc ['0.50', '0.50']
5c5d rrb ['0.00', '1.00']
5c5d rrc ['0.50', '0.50']
5c6c rrb ['0.56', '0.44']
5c6c rrc ['0.50', '0.50']
5c6h rrb ['0.03', '0.97']
5c6h rrc ['0.50', '0.50']
5c7c rrb ['0.79', '0.21']
5c7c rrc ['0.50', '0.50']
5c7h rrb ['0.10', '0.90']
5c7h rrc ['0.50', '0.50']
5c8c rrb ['0.92', '0.08']
5c8c rrc ['0.50', '0.50']
5c8h rrb ['0.26', '0.74']
5c8h rrc ['0.50', '0.50']
5c9c rrb ['0.91', '0.09']
5c9c rrc ['0.50', '0.50']
5c9h rrb ['0.59', '0.41']
5c9h rrc ['0.50', '0.50']
5cAc rrb ['0.05', '0.95']
5cAc rrc ['0.50', '0.50']
5cAh rrb ['0.21', '0.79']
5cAh rrc ['0.50', '0.50']
5cJc rrb ['0.50', '0.50']
5cJc rrc ['0.50', '0.50']
5cJh rrb ['0.67', '0.33']
5cJh rrc ['0.50', '0.50']
5cKc rrb ['0.88', '0.12']
5cKc rrc ['0.50', '0.50']
5cKh rrb ['0.66', '0.34']
5cKh rrc ['0.50', '0.50']
5cQc rrb ['0.88', '0.12']
5cQc rrc ['0.50', '0.50']
5cQh rrb ['1.00', '0.00']
5cQh rrc ['0.50', '0.50']
5cTc rrb ['0.81', '0.19']
5cTc rrc ['0.50', '0.50']
5cTh rrb ['1.00', '0.00']
5cTh rrc ['0.50', '0.50']
5h5c rrb ['0.00', '1.00']
5h5c rrc ['0.50', '0.50']
5h5s rrb ['0.00', '1.00']
5h5s rrc ['0.50', '0.50']
5h6c rrb ['0.93', '0.07']
5h6c rrc ['0.50', '0.50']
5h6h rrb ['0.00', '1.00']
5h6h rrc ['0.50', '0.50']
5h6s rrb ['0.45', '0.55']
5h6s rrc ['0.50', '0.50']
5h7c rrb ['0.90', '0.10']
5h7c rrc ['0.50', '0.50']
5h7h rrb ['0.00', '1.00']
5h7h rrc ['0.50', '0.50']
5h7s rrb ['0.56', '0.44']
5h7s rrc ['0.50', '0.50']
5h8c rrb ['0.93', '0.07']
5h8c rrc ['0.50', '0.50']
5h8h rrb ['0.00', '1.00']
5h8h rrc ['0.50', '0.50']
5h8s rrb ['0.80', '0.20']
5h8s rrc ['0.50', '0.50']
5h9c rrb ['1.00', '0.00']
5h9c rrc ['0.50', '0.50']
5h9h rrb ['0.00', '1.00']
5h9h rrc ['0.50', '0.50']
5h9s rrb ['0.67', '0.33']
5h9s rrc ['0.50', '0.50']
5hAc rrb ['0.23', '0.77']
5hAc rrc ['0.50', '0.50']
5hAh rrb ['0.00', '1.00']
5hAh rrc ['0.50', '0.50']
5hAs rrb ['0.00', '1.00']
5hAs rrc ['0.50', '0.50']
5hJc rrb ['0.32', '0.68']
5hJc rrc ['0.50', '0.50']
5hJh rrb ['0.00', '1.00']
5hJh rrc ['0.50', '0.50']
5hJs rrb ['0.00', '1.00']
5hJs rrc ['0.50', '0.50']
5hKc rrb ['0.00', '1.00']
5hKc rrc ['0.50', '0.50']
5hKh rrb ['0.00', '1.00']
5hKh rrc ['0.50', '0.50']
5hKs rrb ['0.00', '1.00']
5hKs rrc ['0.50', '0.50']
5hQc rrb ['0.02', '0.98']
5hQc rrc ['0.50', '0.50']
5hQh rrb ['0.00', '1.00']
5hQh rrc ['0.50', '0.50']
5hQs rrb ['0.00', '1.00']
5hQs rrc ['0.50', '0.50']
5hTc rrb ['0.94', '0.06']
5hTc rrc ['0.50', '0.50']
5hTh rrb ['0.00', '1.00']
5hTh rrc ['0.50', '0.50']
5hTs rrb ['0.00', '1.00']
5hTs rrc ['0.50', '0.50']
5s5c rrb ['0.00', '1.00']
5s5c rrc ['0.50', '0.50']
5s6c rrb ['0.00', '1.00']
5s6c rrc ['0.50', '0.50']
5s6h rrb ['0.94', '0.06']
5s6h rrc ['0.50', '0.50']
5s6s rrb ['0.39', '0.61']
5s6s rrc ['0.50', '0.50']
5s7c rrb ['0.00', '1.00']
5s7c rrc ['0.50', '0.50']
5s7h rrb ['0.93', '0.07']
5s7h rrc ['0.50', '0.50']
5s7s rrb ['0.92', '0.08']
5s7s rrc ['0.50', '0.50']
5s8c rrb ['0.00', '1.00']
5s8c rrc ['0.50', '0.50']
5s8h rrb ['0.97', '0.03']
5s8h rrc ['0.50', '0.50']
5s8s rrb ['0.84', '0.16']
5s8s rrc ['0.50', '0.50']
5s9c rrb ['0.00', '1.00']
5s9c rrc ['0.50', '0.50']
5s9h rrb ['0.87', '0.13']
5s9h rrc ['0.50', '0.50']
5s9s rrb ['0.79', '0.21']
5s9s rrc ['0.50', '0.50']
5sAc rrb ['0.00', '1.00']
5sAc rrc ['0.50', '0.50']
5sAh rrb ['0.00', '1.00']
5sAh rrc ['0.50', '0.50']
5sAs rrb ['0.00', '1.00']
5sAs rrc ['0.50', '0.50']
5sJc rrb ['0.00', '1.00']
5sJc rrc ['0.50', '0.50']
5sJh rrb ['0.00', '1.00']
5sJh rrc ['0.50', '0.50']
5sJs rrb ['0.00', '1.00']
5sJs rrc ['0.50', '0.50']
5sKc rrb ['0.00', '1.00']
5sKc rrc ['0.50', '0.50']
5sKh rrb ['0.00', '1.00']
5sKh rrc ['0.50', '0.50']
5sKs rrb ['0.00', '1.00']
5sKs rrc ['0.50', '0.50']
5sQc rrb ['0.00', '1.00']
5sQc rrc ['0.50', '0.50']
5sQh rrb ['0.00', '1.00']
5sQh rrc ['0.50', '0.50']
5sQs rrb ['0.00', '1.00']
5sQs rrc ['0.50', '0.50']
5sTc rrb ['0.02', '0.98']
5sTc rrc ['0.50', '0.50']
5sTh rrb ['0.67', '0.33']
5sTh rrc ['0.50', '0.50']
5sTs rrb ['0.78', '0.22']
5sTs rrc ['0.50', '0.50']
6c6d rrb ['0.00', '1.00']
6c6d rrc ['0.50', '0.50']
6c7c rrb ['0.93', '0.07']
6c7c rrc ['0.50', '0.50']
6c7h rrb ['0.15', '0.85']
6c7h rrc ['0.50', '0.50']
6c8c rrb ['0.38', '0.62']
6c8c rrc ['0.50', '0.50']
6c8h rrb ['0.19', '0.81']
6c8h rrc ['0.50', '0.50']
6c9c rrb ['1.00', '0.00']
6c9c rrc ['0.50', '0.50']
6c9h rrb ['0.47', '0.53']
6c9h rrc ['0.50', '0.50']
6cAc rrb ['0.70', '0.30']
6cAc rrc ['0.50', '0.50']
6cAh rrb ['0.47', '0.53']
6cAh rrc ['0.50', '0.50']
6cJc rrb ['0.77', '0.23']
6cJc rrc ['0.50', '0.50']
6cJh rrb ['0.06', '0.94']
6cJh rrc ['0.50', '0.50']
6cKc rrb ['1.00', '0.00']
6cKc rrc ['0.50', '0.50']
6cKh rrb ['0.75', '0.25']
6cKh rrc ['0.50', '0.50']
6cQc rrb ['0.77', '0.23']
6cQc rrc ['0.50', '0.50']
6cQh rrb ['0.55', '0.45']
6cQh rrc ['0.50', '0.50']
6cTc rrb ['1.00', '0.00']
6cTc rrc ['0.50', '0.50']
6cTh rrb ['0.74', '0.26']
6cTh rrc ['0.50', '0.50']
6h6c rrb ['0.00', '1.00']
6h6c rrc ['0.50', '0.50']
6h6s rrb ['0.00', '1.00']
6h6s rrc ['0.50', '0.50']
6h7c rrb ['0.76', '0.24']
6h7c rrc ['0.50', '0.50']
6h7h rrb ['0.00', '1.00']
6h7h rrc ['0.50', '0.50']
6h7s rrb ['0.00', '1.00']
6h7s rrc ['0.50', '0.50']
6h8c rrb ['0.90', '0.10']
6h8c rrc ['0.50', '0.50']
6h8h rrb ['0.00', '1.00']
6h8h rrc ['0.50', '0.50']
6h8s rrb ['0.00', '1.00']
6h8s rrc ['0.50', '0.50']
6h9c rrb ['0.97', '0.03']
6h9c rrc ['0.50', '0.50']
6h9h rrb ['0.00', '1.00']
6h9h rrc ['0.50', '0.50']
6h9s rrb ['0.05', '0.95']
6h9s rrc ['0.50', '0.50']
6hAc rrb ['0.20', '0.80']
6hAc rrc ['0.50', '0.50']
6hAh rrb ['0.00', '1.00']
6hAh rrc ['0.50', '0.50']
6hAs rrb ['0.00', '1.00']
6hAs rrc ['0.50', '0.50']
6hJc rrb ['0.03', '0.97']
6hJc rrc ['0.50', '0.50']
6hJh rrb ['0.00', '1.00']
6hJh rrc ['0.50', '0.50']
6hJs rrb ['0.00', '1.00']
6hJs rrc ['0.50', '0.50']
6hKc rrb ['0.00', '1.00']
6hKc rrc ['0.50', '0.50']
6hKh rrb ['0.00', '1.00']
6hKh rrc ['0.50', '0.50']
6hKs rrb ['0.00', '1.00']
6hKs rrc ['0.50', '0.50']
6hQc rrb ['0.00', '1.00']
6hQc rrc ['0.50', '0.50']
6hQh rrb ['0.00', '1.00']
6hQh rrc ['0.50', '0.50']
6hQs rrb ['0.00', '1.00']
6hQs rrc ['0.50', '0.50']
6hTc rrb ['0.86', '0.14']
6hTc rrc ['0.50', '0.50']
6hTh rrb ['0.00', '1.00']
6hTh rrc ['0.50', '0.50']
6hTs rrb ['0.00', '1.00']
6hTs rrc ['0.50', '0.50']
6s6c rrb ['0.00', '1.00']
6s6c rrc ['0.50', '0.50']
6s7c rrb ['0.00', '1.00']
6s7c rrc ['0.50', '0.50']
6s7h rrb ['0.94', '0.06']
6s7h rrc ['0.50', '0.50']
6s7s rrb ['0.90', '0.10']
6s7s rrc ['0.50', '0.50']
6s8c rrb ['0.20', '0.80']
6s8c rrc ['0.50', '0.50']
6s8h rrb ['0.85', '0.15']
6s8h rrc ['0.50', '0.50']
6s8s rrb ['0.31', '0.69']
6s8s rrc ['0.50', '0.50']
6s9c rrb ['0.00', '1.00']
6s9c rrc ['0.50', '0.50']
6s9h rrb ['0.00', '1.00']
6s9h rrc ['0.50', '0.50']
6s9s rrb ['0.46', '0.54']
6s9s rrc ['0.50', '0.50']
6sAc rrb ['0.00', '1.00']
6sAc rrc ['0.50', '0.50']
6sAh rrb ['0.00', '1.00']
6sAh rrc ['0.50', '0.50']
6sAs rrb ['0.00', '1.00']
6sAs rrc ['0.50', '0.50']
6sJc rrb ['0.00', '1.00']
6sJc rrc ['0.50', '0.50']
6sJh rrb ['0.00', '1.00']
6sJh rrc ['0.50', '0.50']
6sJs rrb ['0.00', '1.00']
6sJs rrc ['0.50', '0.50']
6sKc rrb ['0.00', '1.00']
6sKc rrc ['0.50', '0.50']
6sKh rrb ['0.00', '1.00']
6sKh rrc ['0.50', '0.50']
6sKs rrb ['0.00', '1.00']
6sKs rrc ['0.50', '0.50']
6sQc rrb ['0.00', '1.00']
6sQc rrc ['0.50', '0.50']
6sQh rrb ['0.00', '1.00']
6sQh rrc ['0.50', '0.50']
6sQs rrb ['0.00', '1.00']
6sQs rrc ['0.50', '0.50']
6sTc rrb ['0.02', '0.98']
6sTc rrc ['0.50', '0.50']
6sTh rrb ['0.00', '1.00']
6sTh rrc ['0.50', '0.50']
6sTs rrb ['0.00', '1.00']
6sTs rrc ['0.50', '0.50']
7c7d rrb ['0.00', '1.00']
7c7d rrc ['0.50', '0.50']
7c8c rrb ['0.43', '0.57']
7c8c rrc ['0.50', '0.50']
7c8h rrb ['0.24', '0.76']
7c8h rrc ['0.50', '0.50']
7c9c rrb ['0.44', '0.56']
7c9c rrc ['0.50', '0.50']
7c9h rrb ['0.97', '0.03']
7c9h rrc ['0.50', '0.50']
7cAc rrb ['0.97', '0.03']
7cAc rrc ['0.50', '0.50']
7cAh rrb ['0.94', '0.06']
7cAh rrc ['0.50', '0.50']
7cJc rrb ['1.00', '0.00']
7cJc rrc ['0.50', '0.50']
7cJh rrb ['0.89', '0.11']
7cJh rrc ['0.50', '0.50']
7cKc rrb ['1.00', '0.00']
7cKc rrc ['0.50', '0.50']
7cKh rrb ['0.92', '0.08']
7cKh rrc ['0.50', '0.50']
7cQc rrb ['0.96', '0.04']
7cQc rrc ['0.50', '0.50']
7cQh rrb ['1.00', '0.00']
7cQh rrc ['0.50', '0.50']
7cTc rrb ['0.35', '0.65']
7cTc rrc ['0.50', '0.50']
7cTh rrb ['0.65', '0.35']
7cTh rrc ['0.50', '0.50']
7h7c rrb ['0.00', '1.00']
7h7c rrc ['0.50', '0.50']
7h7s rrb ['0.00', '1.00']
7h7s rrc ['0.50', '0.50']
7h8c rrb ['0.80', '0.20']
7h8c rrc ['0.50', '0.50']
7h8h rrb ['0.00', '1.00']
7h8h rrc ['0.50', '0.50']
7h8s rrb ['0.00', '1.00']
7h8s rrc ['0.50', '0.50']
7h9c rrb ['0.87', '0.13']
7h9c rrc ['0.50', '0.50']
7h9h rrb ['0.00', '1.00']
7h9h rrc ['0.50', '0.50']
7h9s rrb ['0.00', '1.00']
7h9s rrc ['0.50', '0.50']
7hAc rrb ['0.00', '1.00']
7hAc rrc ['0.50', '0.50']
7hAh rrb ['0.00', '1.00']
7hAh rrc ['0.50', '0.50']
7hAs rrb ['0.00', '1.00']
7hAs rrc ['0.50', '0.50']
7hJc rrb ['0.01', '0.99']
7hJc rrc ['0.50', '0.50']
7hJh rrb ['0.00', '1.00']
7hJh rrc ['0.50', '0.50']
7hJs rrb ['0.00', '1.00']
7hJs rrc ['0.50', '0.50']
7hKc rrb ['0.01', '0.99']
7hKc rrc ['0.50', '0.50']
7hKh rrb ['0.00', '1.00']
7hKh rrc ['0.50', '0.50']
7hKs rrb ['0.00', '1.00']
7hKs rrc ['0.50', '0.50']
7hQc rrb ['0.02', '0.98']
7hQc rrc ['0.50', '0.50']
7hQh rrb ['0.00', '1.00']
7hQh rrc ['0.50', '0.50']
7hQs rrb ['0.00', '1.00']
7hQs rrc ['0.50', '0.50']
7hTc rrb ['0.18', '0.82']
7hTc rrc ['0.50', '0.50']
7hTh rrb ['0.00', '1.00']
7hTh rrc ['0.50', '0.50']
7hTs rrb ['0.00', '1.00']
7hTs rrc ['0.50', '0.50']
7s7c rrb ['0.00', '1.00']
7s7c rrc ['0.50', '0.50']
7s8c rrb ['0.00', '1.00']
7s8c rrc ['0.50', '0.50']
7s8h rrb ['0.96', '0.04']
7s8h rrc ['0.50', '0.50']
7s8s rrb ['0.50', '0.50']
7s8s rrc ['0.50', '0.50']
7s9c rrb ['0.00', '1.00']
7s9c rrc ['0.50', '0.50']
7s9h rrb ['0.00', '1.00']
7s9h rrc ['0.50', '0.50']
7s9s rrb ['0.00', '1.00']
7s9s rrc ['0.50', '0.50']
7sAc rrb ['0.02', '0.98']
7sAc rrc ['0.50', '0.50']
7sAh rrb ['0.00', '1.00']
7sAh rrc ['0.50', '0.50']
7sAs rrb ['0.00', '1.00']
7sAs rrc ['0.50', '0.50']
7sJc rrb ['0.00', '1.00']
7sJc rrc ['0.50', '0.50']
7sJh rrb ['0.00', '1.00']
7sJh rrc ['0.50', '0.50']
7sJs rrb ['0.00', '1.00']
7sJs rrc ['0.50', '0.50']
7sKc rrb ['0.00', '1.00']
7sKc rrc ['0.50', '0.50']
7sKh rrb ['0.00', '1.00']
7sKh rrc ['0.50', '0.50']
7sKs rrb ['0.00', '1.00']
7sKs rrc ['0.50', '0.50']
7sQc rrb ['0.00', '1.00']
7sQc rrc ['0.50', '0.50']
7sQh rrb ['0.00', '1.00']
7sQh rrc ['0.50', '0.50']
7sQs rrb ['0.00', '1.00']
7sQs rrc ['0.50', '0.50']
7sTc rrb ['0.00', '1.00']
7sTc rrc ['0.50', '0.50']
7sTh rrb ['0.00', '1.00']
7sTh rrc ['0.50', '0.50']
7sTs rrb ['0.00', '1.00']
7sTs rrc ['0.50', '0.50']
8c8d rrb ['0.00', '1.00']
8c8d rrc ['0.50', '0.50']
8c9c rrb ['0.23', '0.77']
8c9c rrc ['0.50', '0.50']
8c9h rrb ['0.33', '0.67']
8c9h rrc ['0.50', '0.50']
8cAc rrb ['1.00', '0.00']
8cAc rrc ['0.50', '0.50']
8cAh rrb ['1.00', '0.00']
8cAh rrc ['0.50', '0.50']
8cJc rrb ['0.01', '0.99']
8cJc rrc ['0.50', '0.50']
8cJh rrb ['0.88', '0.12']
8cJh rrc ['0.50', '0.50']
8cKc rrb ['0.20', '0.80']
8cKc rrc ['0.50', '0.50']
8cKh rrb ['0.29', '0.71']
8cKh rrc ['0.50', '0.50']
8cQc rrb ['0.89', '0.11']
8cQc rrc ['0.50', '0.50']
8cQh rrb ['0.19', '0.81']
8cQh rrc ['0.50', '0.50']
8cTc rrb ['0.96', '0.04']
8cTc rrc ['0.50', '0.50']
8cTh rrb ['0.87', '0.13']
8cTh rrc ['0.50', '0.50']
8h8c rrb ['0.00', '1.00']
8h8c rrc ['0.50', '0.50']
8h8s rrb ['0.00', '1.00']
8h8s rrc ['0.50', '0.50']
8h9c rrb ['0.00', '1.00']
8h9c rrc ['0.50', '0.50']
8h9h rrb ['0.00', '1.00']
8h9h rrc ['0.50', '0.50']
8h9s rrb ['0.00', '1.00']
8h9s rrc ['0.50', '0.50']
8hAc rrb ['0.01', '0.99']
8hAc rrc ['0.50', '0.50']
8hAh rrb ['0.00', '1.00']
8hAh rrc ['0.50', '0.50']
8hAs rrb ['0.00', '1.00']
8hAs rrc ['0.50', '0.50']
8hJc rrb ['0.00', '1.00']
8hJc rrc ['0.50', '0.50']
8hJh rrb ['0.00', '1.00']
8hJh rrc ['0.50', '0.50']
8hJs rrb ['0.00', '1.00']
8hJs rrc ['0.50', '0.50']
8hKc rrb ['0.00', '1.00']
8hKc rrc ['0.50', '0.50']
8hKh rrb ['0.00', '1.00']
8hKh rrc ['0.50', '0.50']
8hKs rrb ['0.00', '1.00']
8hKs rrc ['0.50', '0.50']
8hQc rrb ['0.01', '0.99']
8hQc rrc ['0.50', '0.50']
8hQh rrb ['0.00', '1.00']
8hQh rrc ['0.50', '0.50']
8hQs rrb ['0.00', '1.00']
8hQs rrc ['0.50', '0.50']
8hTc rrb ['0.00', '1.00']
8hTc rrc ['0.50', '0.50']
8hTh rrb ['0.00', '1.00']
8hTh rrc ['0.50', '0.50']
8hTs rrb ['0.00', '1.00']
8hTs rrc ['0.50', '0.50']
8s8c rrb ['0.00', '1.00']
8s8c rrc ['0.50', '0.50']
8s9c rrb ['0.00', '1.00']
8s9c rrc ['0.50', '0.50']
8s9h rrb ['0.01', '0.99']
8s9h rrc ['0.50', '0.50']
8s9s rrb ['0.00', '1.00']
8s9s rrc ['0.50', '0.50']
8sAc rrb ['0.02', '0.98']
8sAc rrc ['0.50', '0.50']
8sAh rrb ['0.00', '1.00']
8sAh rrc ['0.50', '0.50']
8sAs rrb ['0.00', '1.00']
8sAs rrc ['0.50', '0.50']
8sJc rrb ['0.00', '1.00']
8sJc rrc ['0.50', '0.50']
8sJh rrb ['0.00', '1.00']
8sJh rrc ['0.50', '0.50']
8sJs rrb ['0.01', '0.99']
8sJs rrc ['0.50', '0.50']
8sKc rrb ['0.00', '1.00']
8sKc rrc ['0.50', '0.50']
8sKh rrb ['0.00', '1.00']
8sKh rrc ['0.50', '0.50']
8sKs rrb ['0.00', '1.00']
8sKs rrc ['0.50', '0.50']
8sQc rrb ['0.03', '0.97']
8sQc rrc ['0.50', '0.50']
8sQh rrb ['0.00', '1.00']
8sQh rrc ['0.50', '0.50']
8sQs rrb ['0.00', '1.00']
8sQs rrc ['0.50', '0.50']
8sTc rrb ['0.04', '0.96']
8sTc rrc ['0.50', '0.50']
8sTh rrb ['0.00', '1.00']
8sTh rrc ['0.50', '0.50']
8sTs rrb ['0.00', '1.00']
8sTs rrc ['0.50', '0.50']
9c9d rrb ['0.00', '1.00']
9c9d rrc ['0.50', '0.50']
9cAc rrb ['0.94', '0.06']
9cAc rrc ['0.50', '0.50']
9cAh rrb ['0.97', '0.03']
9cAh rrc ['0.50', '0.50']
9cJc rrb ['0.00', '1.00']
9cJc rrc ['0.50', '0.50']
9cJh rrb ['0.93', '0.07']
9cJh rrc ['0.50', '0.50']
9cKc rrb ['0.43', '0.57']
9cKc rrc ['0.50', '0.50']
9cKh rrb ['0.95', '0.05']
9cKh rrc ['0.50', '0.50']
9cQc rrb ['0.54', '0.46']
9cQc rrc ['0.50', '0.50']
9cQh rrb ['0.27', '0.73']
9cQh rrc ['0.50', '0.50']
9cTc rrb ['0.00', '1.00']
9cTc rrc ['0.50', '0.50']
9cTh rrb ['0.02', '0.98']
9cTh rrc ['0.50', '0.50']
9h9c rrb ['0.00', '1.00']
9h9c rrc ['0.50', '0.50']
9h9s rrb ['0.00', '1.00']
9h9s rrc ['0.50', '0.50']
9hAc rrb ['0.00', '1.00']
9hAc rrc ['0.50', '0.50']
9hAh rrb ['0.00', '1.00']
9hAh rrc ['0.50', '0.50']
9hAs rrb ['0.00', '1.00']
9hAs rrc ['0.50', '0.50']
9hJc rrb ['0.00', '1.00']
9hJc rrc ['0.50', '0.50']
9hJh rrb ['0.00', '1.00']
9hJh rrc ['0.50', '0.50']
9hJs rrb ['0.00', '1.00']
9hJs rrc ['0.50', '0.50']
9hKc rrb ['0.00', '1.00']
9hKc rrc ['0.50', '0.50']
9hKh rrb ['0.00', '1.00']
9hKh rrc ['0.50', '0.50']
9hKs rrb ['0.00', '1.00']
9hKs rrc ['0.50', '0.50']
9hQc rrb ['0.00', '1.00']
9hQc rrc ['0.50', '0.50']
9hQh rrb ['0.00', '1.00']
